row_num,content_id,content_type,created_at,body_preview
588,comment_146076114,comment,2026-04-01 10:16:34,"Aww, March, you were so sweet! ���� I can't believe it's over already, time just flies! So excited for what's next! ✨��"
589,comment_146076104,comment,2026-04-01 10:16:21,"Awww, SO CUTE! �� I need one of these little guys for my desk like, right now!! ��✨"
590,comment_146076100,comment,2026-04-01 10:16:09,"Awww, you too!!!! ���� Sending you the BEST vibes right back! ✨��"
591,comment_146076098,comment,2026-04-01 10:16:04,"Aww, this is so sweet! �� You're the bestest! �� I hope you have an amazing night too! ✨ Sleep tight! ��"
592,comment_146074648,comment,2026-04-01 08:47:26,Thank you
593,comment_146073323,comment,2026-04-01 07:11:34,Tony Woodworth you put a lot of work into helping me out. You went above and beyond what I ever expected. I'm going to get started making these calls and I think you may have saved my life with all this that you have come up with I wanted to give you my sincerest gratitude... You are a hero. Thank you for your time ...
594,comment_146073274,comment,2026-04-01 07:07:50,Tony Woodworth there is a problem with the file the meta grant report.
595,comment_146069435,comment,2026-04-01 03:21:37,Since i have not found a Navigator please cancel my subscription as of 4/1/26 and please do not rebill me. Thanks
596,post_100087781,post,2026-04-01 00:26:31,Thank you ☀️Benny Arce�� &amp; Tony for all you help and support!
597,comment_146064082,comment,2026-04-01 00:26:01,Thank you!!!
598,comment_146063644,comment,2026-04-01 00:14:31,Nice
599,comment_146063576,comment,2026-04-01 00:12:35,Thank you for the call list. I have reached out to the 5 organizations sites. Thank you for the information.
600,post_100087462,post,2026-04-01 00:05:03,Bill Matthews Here's the link for the post Sabrina made for you that you're looking for. https://lesko-help-2.mn.co/posts/99710463?utm_source=manual
601,post_100086949,post,2026-03-31 23:35:16,There is nothing on managing my subscription
602,comment_146060266,comment,2026-03-31 22:45:51,Cancel my subscription
603,post_100085846,post,2026-03-31 22:23:35,A man with a plan.
604,post_100084213,post,2026-03-31 21:30:27,"Esther Abobo is an entrepreneur with over 30 years of experience in hospitality and business operations. She focuses on building scalable food concepts and expanding into real estate investment, combining hands-on leadership with strong financial strategy. Esther is passionate about identifying and leveraging government grants, funding programs, and alternative financing to launch and grow businesses with minimal capital. Her mission is to not only secure funding for her own ventures, but to hel"
605,comment_146056349,comment,2026-03-31 21:12:57,im in.
606,comment_146056329,comment,2026-03-31 21:12:35,Lets see lets see
607,comment_146056161,comment,2026-03-31 21:08:37,Thank you so much....Detroit Mi 48234
608,comment_146054260,comment,2026-03-31 20:24:52,"I can attend this evening's meeting at 7:30 pm. I'm currently at work right now. And I get off work at 5:00 pm today. Donell Badgett from Pgh,Pa."
609,comment_146054192,comment,2026-03-31 20:23:33,"I'm, currently at work. So I'm unable to attend right now. Donell Badgett from Pgh,Pa."
610,post_100080874,post,2026-03-31 20:18:01,I am looking to download the reports list for the state of NC and when I click on the Google docs it says there is an owner. How am I able to download the reports for NC. https://docs.google.com/document/d/1yC-dSpNvfINNT_sdcofGdxV-0ccVMxz0/edit?usp=sharing&amp;ouid=116119219258528188813&amp;rtpof=true&amp;sd=true
611,comment_146051965,comment,2026-03-31 19:34:09,I am so excited about this live today. I have been really enjoying the last five days with the introduction and letting new people try out the services and information for just one dollar for five days. I cant wait to continue on with my subscription after my five days is up there is so much to learn and so much to get started doing. I want to thank Mr. Lesko and his staff for all the work that each one of you put into helping everyone out in the world. I know I appreciate you all so much
612,comment_146050737,comment,2026-03-31 19:06:54,Thanks Tony!
613,comment_146050483,comment,2026-03-31 19:01:08,I do apologize if I kept joining the zoom. I don't want to interrupt it kept kicking me back out of the zoom as soon as it would join the live. once the zoom starts we cant join the call can we?
614,comment_146049614,comment,2026-03-31 18:41:55,Tammie Larson I love this little guy painting! Thank you. �� ��
615,comment_146048903,comment,2026-03-31 18:27:26,"Misty Fowlds thank you for your insights and help thus far! Yall dont even know. The resources are helping idaho's first tenant union in eagle id, as well! Please dont ever stop being beautiful in what you do"
616,comment_146048534,comment,2026-03-31 18:18:20,"Hello, I'm excited for the meeting and hoping to learn"
617,comment_146035384,comment,2026-03-31 13:56:01,"Hi Misty, Thank you for your prompt reply. I live in Somerset, NJ. Thank you in advance for your help with this matter."
618,comment_146033815,comment,2026-03-31 13:19:04,Thank you. Been busy
619,comment_146033785,comment,2026-03-31 13:18:29,Is it possible to get call sheets for nc?Thank you.
620,post_100060979,post,2026-03-31 12:48:39,"Hi, I’m Justin, and I’m excited to join Lesko Help 2. I’m in the business department and here to learn how grants and free resources can open doors for everyday people. I’m in this community to gain knowledge and practical guidance to navigate financial programs and support others in securing the funding they need, even when resources seem tight. I’ve found that I’m honest about my situation and ready to grow with the group."
621,comment_146025891,comment,2026-03-31 08:29:59,Jeff Bolton How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
622,comment_146025887,comment,2026-03-31 08:29:46,Jeff Bolton Here's a link to the Lesko Meta Grant report! Check out section #19 to find out more info about the Lesko Tax Kit and any other resources that may be able to assist you through the process. There's over 35 different sections in this report! So make sure to browse through all of them to get the info on grants and programs that may be able to help you with any problems you're currently facing! https://docs.google.com/document/d/1-i34IfpANc15ZFWwYjnc20psletS4flzmKHU2tQarN0/edit?usp=shar
623,comment_146025868,comment,2026-03-31 08:27:43,"Jeff Bolton Here's a Call Sheet of resources that will help you with your tax situation in Erlanger, KY! Make phone calls to each resource listed in this spreadsheet to see exactly how they can help. Let me know if you need anything else! As a professional resource coordinator researching for residents in Erlanger, Kentucky (Kenton County), I have identified 25 verified government offices, non-profit organizations, and emergency assistance programs active as of March 2026. In Kentucky, property "
624,comment_146025721,comment,2026-03-31 08:18:32,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
625,comment_146025682,comment,2026-03-31 08:14:51,Why thank you!!
626,comment_146025652,comment,2026-03-31 08:13:10,Good stuff
627,comment_146025644,comment,2026-03-31 08:12:36,Marshall Delaney How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
628,comment_146025637,comment,2026-03-31 08:11:55,Marshall Delaney Here's a link to the Home Buying Series! It contains several pages of documents that all have the info for grants that will help you with the home buying process! https://docs.google.com/document/d/1otI6weUJDOrWHPsilC3qk6-6MumBmRlf_3e9gJAeAUs/edit?usp=sharing
629,comment_146025564,comment,2026-03-31 08:06:32,"Marshall Delaney Here's the links for both of our online Zoom events hosted on Friday and Sunday nights! You're probably going to want to go ahead and RSVP for both events so you'll have access to both of the experts that share hosting of the events on a bi-weekly schedule. The first link is for the Non-Profit Webinar hosted on Friday nights, the second link is for the Navigating the Nations Grants event that Megan P has been hosting for several years here on Lesko Help 2! https://lesko-help-2.m"
630,comment_146025479,comment,2026-03-31 08:02:21,Marshall Delaney How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
631,post_100046007,post,2026-03-31 08:01:42,"Marshall Delaney Here's the 1st of 3 total Call Sheets you requested! This one will have the link for the resources that can help you create your non-profit ministry in Albuquerque, NM! I'll include the link for our non-profit expert, Megan P , live Zoom class hosted every Friday and Sunday night so you can reach out to her and start working on a specific plan to help you get started! To support your mission of starting a non-profit ministry in Albuquerque, I have identified 25 verified governme"
632,comment_146025419,comment,2026-03-31 07:57:43,Thanks ��
633,comment_146025415,comment,2026-03-31 07:57:34,Ronya Carter How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
634,comment_146025412,comment,2026-03-31 07:57:09,"Ronya Carter Dealing with a persistent trespasser who is actively damaging your property is incredibly stressful, especially when it has been ongoing for a year. Since you have been documenting the damage, you are already in a much stronger position than most to seek a resolution. In Detroit, the police (DPD) often categorize these issues as Malicious Destruction of Property (MDOP) alongside Trespassing . Here is a step-by-step guide to reporting this effectively and ensuring your case is taken "
635,post_100045512,post,2026-03-31 07:50:23,"Ronya Carter Here's the Call Sheet you requested with the resources that can help you get cameras, lighting, and any other security devices and equipment to help you secure your home against trespassers in Detroit, MI. I'll also put a step by step of everything you'll need to accurately do to report the entire years worth of evidence you have supporting your claims when you do finally report this to the police! Stay safe up there Ms. Carter! To assist with your research for property security in "
636,post_100045323,post,2026-03-31 07:44:56,"shea L Here's some info to help you get started with removing a negative claim on your credit report from any of the big 3 credit bureaus! A Professional Guide: How to Dispute &amp; Remove Negative Credit Claims Restoring your credit health is a step-by-step process protected by federal law. Under the Fair Credit Reporting Act (FCRA) , you have the right to an accurate credit profile. If there are errors or outdated claims on your report, follow this professional roadmap to have them removed. St"
637,comment_146025113,comment,2026-03-31 07:37:00,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
638,comment_146025110,comment,2026-03-31 07:36:53,"shea L Here's a link to the Lesko Meta Grant report! Whether you have an attorney yet representing you through this or not, it's never a bad idea to seek out a second opinion. Or just seek the advice of another lawyer in your area that can give his/her insight on this situation. You can find a report already created of nearly every, single free attorney resource in the state of PA you can reach out to and consult with in section #21 of this report! https://docs.google.com/document/d/1-i34IfpANc1"
639,comment_146025046,comment,2026-03-31 07:33:27,"shea L Here's the 2nd Call Sheet, the one that has the resources that will help you cover the repairs for the same building currently under Loss Mitigation status. To assist your research for building repairs in Folcroft, Pennsylvania, I have compiled a list of 25 verified government agencies, non-profit organizations, and community resources active as of March 30, 2026. In Pennsylvania, the strategy for a building in Loss Mitigation involves ""stacking"" state-funded grants (like Whole-Home Repai"
640,comment_146024911,comment,2026-03-31 07:26:50,"Yvette Batoula Here's the link to our business expert, Amber Hawkins , Live Call hosted every Wednesday afternoon at 5:30pm (Eastern)! Join if you're able and she can get the info she needs to create a business Grant plan that is specific to your type of business and your location! https://lesko-help-2.mn.co/posts/80348012?utm_source=manual"
641,comment_146024758,comment,2026-03-31 07:18:57,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
642,comment_146024704,comment,2026-03-31 07:15:59,"Yvette Batoula Here's the 2nd Call Sheet, the one that contains the resources that will help you pay for home repairs in Silver Springs, MD! As a professional resource coordinator, I have compiled a list of 25 verified government agencies, non-profits, and corporate-backed programs active as of March 2026 for home repairs in the Silver Spring and Montgomery County area. In Maryland, home repair funding is strictly categorized into Critical Safety Repairs (grants up to $10,000 via WholeHome), Maj"
643,post_100043943,post,2026-03-31 07:14:03,"Yvette Batoula Here's the 1st of 2 Call Sheets you requested! This one contains the resources that will help you pay your mortgage and your utility bills in Silver Springs, MD! I'll post the 2nd Call Sheet, the one containing the resources that will help you pay for repairs to your home in the comments on this post. Let me know if you need anything else Ms. Batoula! To assist your research for Silver Spring, Maryland, I have identified 25 verified government agencies, non-profit organizations, a"
644,comment_146024511,comment,2026-03-31 07:05:24,"I can put together a personalized spreadsheet of resources that will help you with paying your taxes in your area. If you will, go to the Questions Channel, if you haven't already, and post this request there! That's the only place members can ask questions here on Lesko Help 2! I've got what I need to create the spreadsheet for you. If you need a spreadsheet for help with anything else, make sure you include that in the post you make in the Questions Channel so we can put that together for you "
645,comment_146024401,comment,2026-03-31 06:59:47,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
646,comment_146024398,comment,2026-03-31 06:59:33,Rodolfo Marchena Here's the link for the Business Series! There's tons of Grant info throughout this entire document! So take your time and see which resources best align with your business! Don't forget to reach out to Amber Hawkins and let her put together a plan that's tailored to fit your business! https://docs.google.com/document/d/1j-SNUB3CRNuOiMXYvN-FN1BLKsEcj-nixCckVUdmvhg/edit?usp=sharing
647,comment_146024277,comment,2026-03-31 06:52:59,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
648,comment_146024275,comment,2026-03-31 06:52:52,Patricia Keene Here's a link to the Lesko Meta Grant report! Check out section #3 for grants that will also help you pay your mortgage and any other bills you need help paying! You can also check out section #13 for more grants and programs specifically created to help seniors! https://docs.google.com/document/d/1-i34IfpANc15ZFWwYjnc20psletS4flzmKHU2tQarN0/edit?usp=sharing
649,comment_146024169,comment,2026-03-31 06:46:34,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
650,comment_146024142,comment,2026-03-31 06:44:54,"Francine Smith Here's the Call Sheet for resources that will help you with your bills and expenses once you get to CDA, Idaho! To support your research as a professional resource coordinator for a new resident in Coeur d'Alene, Idaho, I have identified 25 verified government agencies, non-profit organizations, and utility-based programs active as of March 2026. In Idaho, ""bill-pay"" assistance is largely managed through Community Action Partnership (CAP) and local Benevolence Funds run by churche"
651,comment_146024044,comment,2026-03-31 06:38:03,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
652,comment_146024040,comment,2026-03-31 06:37:56,"Andre Freeman Here's a link to the Lesko Meta Grant report! Check out section #3 for more grants to help you pay your bills &amp; expenses, and section #15 for grants to help you pay any medical expenses you have currently! https://docs.google.com/document/d/1-i34IfpANc15ZFWwYjnc20psletS4flzmKHU2tQarN0/edit?usp=sharing"
653,post_100042067,post,2026-03-31 06:33:52,"Andre Freeman Here's the 1st of 2 Call Sheets I've created to help you find help in Jayess, MS. The link below is for the spreadsheet of resources that will help you pay all your current medical expenses as someone diagnosed with PAH. Let me know if you need me to add anything else to this! To support your research for medical bill assistance following your pulmonary hypertension (PH) diagnosis, I have compiled a list of 25 verified government agencies and non-profit organizations active as of M"
654,comment_146023882,comment,2026-03-31 06:29:31,Toni Gyandoh How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
655,comment_146023869,comment,2026-03-31 06:29:08,"Toni Gyandoh Here's the link for the Call Sheet for resources that will help you pay your bills in Logansville, GA! As a professional resource coordinator, I have compiled 25 verified government agencies and non-profit organizations serving the Loganville, GA area (covering both Walton and Gwinnett counties). In Georgia, ""bill-pay"" assistance is primarily distributed through Community Action Agencies and Faith-Based Benevolence Funds . The primary strategy for these resources is to call on Monda"
656,comment_146023720,comment,2026-03-31 06:22:28,Eugene Boze How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
657,comment_146023707,comment,2026-03-31 06:21:54,"Eugene Boze Here's the link for the Call Sheet for resources that will help you pay your bills in Dallas, TX! To help you in searching for help paying your bills and expenses a colon cancer survivor in Dallas, I have identified 25 verified government, non-profit, and corporate-backed resources active as of March 2026. For survivors in remission, the strategy focuses on Survivorship Stabilization —funds that address the ""financial toxicity"" that persists after active treatment ends. This includes"
658,comment_146023574,comment,2026-03-31 06:15:47,Eugene Boze How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
659,post_100041129,post,2026-03-31 06:15:19,"Eugene Boze Here's the 2nd Call Sheet you requested, this one contains the resources that will help you with your food expenses in Dallas, Texas! Most of these resources are, or have access, to food banks in/around your city. Make sure to reach out to each one to see what they can do to help out! To assist you in searching for relief with food expenses as a colon cancer survivor in Dallas, I have identified 25 verified government, non-profit, and corporate-backed resources active as of March 202"
660,comment_146023490,comment,2026-03-31 06:11:19,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
661,comment_146023487,comment,2026-03-31 06:11:12,Eugene Boze Here's a link to the Lesko Meta Grant report! Check out section #6 for tons of info on grants and programs that can help you pay for car repairs! You can also check out section #15 for more grants to help you as a cancer survivor! https://docs.google.com/document/d/1-i34IfpANc15ZFWwYjnc20psletS4flzmKHU2tQarN0/edit?usp=sharing
662,comment_146023340,comment,2026-03-31 06:04:34,arnesia murphy How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
663,comment_146023335,comment,2026-03-31 06:04:11,"arnesia murphy Here's the link for the Call Sheet for resources that will provide grants to fund small businesses in Bakersfield, CA! I have identified 25 verified government agencies, non-profits, and corporate entities offering grants and ""grant-like"" funding (such as point-of-sale vouchers) specifically for small business vehicles in the Bakersfield and Kern County area. In California, direct ""cash"" grants for internal combustion vehicles are rare. Instead, the 2026 funding landscape is domin"
664,post_100040643,post,2026-03-31 06:02:28,"arnesia murphy Here's the other 2 Call Sheets you requested, both pertaining to resources to help your business in Bakersfield, CA! The link below is for free business counselors in your area. I'll post the Call Sheet for grants to fund your business to help you purchase a vehicle in the comments! I have identified 25 verified government agencies, non-profits, and corporate-backed organizations in and around Bakersfield, CA, that provide free business counseling, mentorship, and ""grant-like"" tec"
665,comment_146023212,comment,2026-03-31 05:59:20,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
666,post_100040509,post,2026-03-31 05:58:21,"arnesia murphy Here's the 1st of 3 total Call Sheets you requested, this one contains the resources that will help you pay your bills in Bakersfield, CA! Let me know if you have any questions about any of the info below! To assist with your search for relief in Bakersfield and Kern County, I have compiled a list of 25 verified government agencies and non-profit organizations active as of March 2026. In California, ""free money"" for bills is primarily distributed through the Federally-funded LIHEA"
667,comment_146023115,comment,2026-03-31 05:53:51,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
668,comment_146023108,comment,2026-03-31 05:53:29,"LAVON GATES Here's the 2nd Call Sheet you requested for resources in Douglasville, GA that will help you pay your bills once you've gotten set up there! To support your research for financial assistance and bill relief in Douglasville and Douglas County, I have compiled a list of 25 verified government agencies, non-profit organizations, and community programs active as of March 2026. For residents in Douglasville, Tallatoona CAP remains the primary gateway for federal utility grants (LIHEAP), w"
669,post_100040258,post,2026-03-31 05:50:26,"LAVON GATES Hey Ms. Gates! Here's the 2 Call Sheets you requested! This one contains the resources that will help you pay your medical expenses in Phoenix City, AL. I'll post the 2nd one, resources that will help you pay your bills in Douglasville, GA in the comments! Let me know if you need me to create anything else for you! As an adaptive AI collaborator and professional resource coordinator, I have compiled a list of 25 verified government and non-profit resources in and around Phenix City, "
670,comment_146022997,comment,2026-03-31 05:47:12,Is there a website we should have to connect with the community or is everything through Mighty?
671,comment_146022995,comment,2026-03-31 05:47:03,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
672,post_100040040,post,2026-03-31 05:44:38,"Susie M Susie M. Here's the Call Sheet you requested. This spreadsheet contains the resources that will help you pay your bills in San Antonio, FL! Let me know if you need help with anything else! To support your research for financial assistance in the San Antonio and East Pasco County area, I have compiled a list of 25 verified government agencies, non-profit organizations, and community programs active as of March 2026. In Pasco County, the ""Mid Florida Community Services"" office is the prima"
673,post_100038804,post,2026-03-31 05:02:27,"I listened to all the STEPS 1-9. The lady on the video was showing us where to go for various things, but what is the name of the website thats shown on the video?"
674,comment_146020432,comment,2026-03-31 03:41:07,"I Thank You very much I really was a little busy today my case worker came by, so I really appreciate it.Everything nice talking to you I hope I'll get back in touch soon Thank you again"
675,comment_146018762,comment,2026-03-31 02:39:43,Andre Knight Cancel Account To Cancel your account simply scroll to the bottom of the web page linked below and there are directions for cancelling your subscription there. https://leskosupport.com/account-management
676,post_100034042,post,2026-03-31 02:19:18,I am a singer performing artist with many creative endeavors. I love to help people express themselves through art and uplift the world’s frequency !
677,comment_146016574,comment,2026-03-31 01:33:29,I totally agree I speak from this place on my social pages everyday. So it felt amazing to receive this messsge in this space today Asé Michelle �� Cairns
678,post_100032580,post,2026-03-31 01:08:59,How do I cancel? I started $1 trial and I now where to cancel can be found
679,comment_146014291,comment,2026-03-31 00:31:54,It was right in front of my face!
680,comment_146014269,comment,2026-03-31 00:31:02,This is my first meeting and I am a bit confused
681,comment_146014254,comment,2026-03-31 00:30:37,How do I join the LIve?
682,comment_146004586,comment,2026-03-30 20:47:25,Thank you so much for your response and explanation. I sincerely appreciate it!
683,post_100026880,post,2026-03-30 20:44:41,"I'm having problems adding a credit card to my account and I don't want to miss my renewal, whenever that happens to be. I could also use some 1 on 1 help navigating the site."
684,comment_146004131,comment,2026-03-30 20:36:47,"With all that being said. Hopefully in the future i will have the resources to construct a NPO , even maybe merge the llc and create a hybrid NP/FP organization. As i am hoping to have these events ongoing so that i can also teach my little foot the "" bussiness"" and allow him to become a productive member of society while adding true value to the communities around any state or county he deaires to live in as an adult"
685,comment_146003990,comment,2026-03-30 20:33:50,I figured out. Aprocess to asssist homeowners to also circumnavigate the negative implication to foreclosures while also located an avenue for the protected class people to do the same but in potentially a more impactfull way. . I provided the state prosecutor over my child support my partners information to mitigate conflict on interests and am on stand by until i hear they have partnered together that way we can have a local civil attorney available to be the professional that represents those
686,comment_146003844,comment,2026-03-30 20:30:43,As for the reference librarian . My town doesnt have one but she did provide a contact number for the college in the closest city about 60 miles away
687,comment_146003646,comment,2026-03-30 20:26:24,"There's definitely a lot going on but if you go through the getting started part, those videos help a lot"
688,post_100025789,post,2026-03-30 20:12:53,How do I cancel my account
689,comment_145998453,comment,2026-03-30 18:27:04,Good Afternoon i apologize that I miss workshop yesterday i'm she came up
690,comment_145997454,comment,2026-03-30 18:05:14,Megan P is there a recording for this. I was out yesterday and missed the live event.
691,post_100015836,post,2026-03-30 16:40:45,"Hi, I’m Javier, and I’ve joined Lesko Help 2 to retire comfortably while leveraging over 30 years of business and real estate know‑how to work remotely and travel the world. I hope to bring practical experience and a fresh perspective to help others access the grants and programs that can ease their financial journeys. People say I look funny, which keeps things light even as we tackle serious topics together."
692,post_100014571,post,2026-03-30 16:12:18,"Is the Lesko Dollar ""Unlimited Help Applying to every grant you're eligible for"" different than the membership we already have here?"
693,comment_145987970,comment,2026-03-30 14:53:22,I don’t live in Indiana. I live in Illinois
694,comment_145980744,comment,2026-03-30 12:05:15,Carlen Altman How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
695,comment_145980732,comment,2026-03-30 12:04:58,Carlen Altman Here's a link to the Writer's Series! There's a lot of helpful information in here. Hope all of this helps! https://docs.google.com/document/d/1WTy-qLmZjjr5pPUrVhAjkO9vnyE25DzxLM42IXl0Sjg/edit?usp=sharing
696,post_100003061,post,2026-03-30 12:02:55,"Carlen Altman Here's the 5th of 5 total Call Sheets you requested! This one contains the resources for grants and programs that can fund your book writing venture! There's a mix of all types of funding in this one, so make sure to contact all of them. You can check out the Important Things to Consider column for each resource in the spreadsheet to get a quick view of what they can help with before you actually contact them. Use this info to prioritize which ones you want to contact first! Just g"
697,comment_145980542,comment,2026-03-30 11:58:29,How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
698,comment_145980537,comment,2026-03-30 11:58:17,"Carlen Altman Here's a link to the Credit &amp; Debit Series! It's packed with Matthew's material, plus other resources that may be able to help! https://docs.google.com/document/d/1YuJPX5M9_vK7IfGulygqC9yB9YAeeUXqVxjjd9rOvYM/edit?usp=sharing"
699,comment_145980353,comment,2026-03-30 11:52:57,Carlen Altman Here's the link for the Healthcare Assistance unit here in Lesko Help 2! You'll find resources that can help you with both your expenses and your medical debt in The Course in this tab. Check them out when you get a chance! https://lesko-help-2.mn.co/spaces/18453836?utm_source=manual
700,comment_145980280,comment,2026-03-30 11:50:26,Carlen Altman How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
701,comment_145980276,comment,2026-03-30 11:50:09,"Carlen Altman Here's the Call Sheet to help you with your current medical expenses! Important Things to Consider for 2026 The 240-Day Window: Under NY state law, hospitals must generally accept financial aid applications (Charity Care) for up to 240 days after your first bill, even if the debt is in collections. Credit Score Protections: As of 2026, medical debt in New York is largely prohibited from appearing on credit reports, thanks to state-level legislation. If a collector threatens your cr"
702,post_100002316,post,2026-03-30 11:47:27,"Carlen Altman Here's the 2nd and 3rd Call Sheets you requested. This one will contain the resources that will help you pay your medical debt. I'm posting the spreadsheet that will help you pay your current medical expenses in the comments on this post. I'll also put a link for the Healthcare Assistance unit here on Lesko Help 2 in the comments. Again, just let me know if you have any questions! To assist with your research for medical debt relief in the Brooklyn area, I have compiled a list of 2"
703,comment_145979985,comment,2026-03-30 11:39:47,Carlen Altman How To Bookmark (Save) a Post Have you ever worried that you won't be able to find a post again later that contains a lot of answers for you? https://lesko-help-2.mn.co/posts/how-to-save-a-post-to-return-to-time-and-again-54192534
704,post_100001872,post,2026-03-30 11:38:47,"Carlen Altman Here's the 1st of 5 total Call Sheets you requested! Sorry for the delay in posting them. This one contains the resources that will help you pay your bills in Brooklyn, NY! I'll be live tonight at 10pm, so if you have any more questions just join and we can go over them! To support your search for billing and expense assistance in Brooklyn, I have compiled a list of 25 verified government agencies, non-profit organizations, and community programs active as of March 2026. For reside"
705,comment_145978974,comment,2026-03-30 11:00:48,"Amber Hawkins Sorry I didn't see this before now! I'll be live again tonight at 10pm Eastern if Jon Otterstrom can join, I'd be glad to assist him in real time!"
706,comment_145977746,comment,2026-03-30 10:01:26,Great information ��
707,comment_145974624,comment,2026-03-30 07:02:05,Awww! �� This is just the sweetest thing ever! My heart feels all warm and fuzzy now! ���� So cute! ��✨
708,comment_145974619,comment,2026-03-30 07:01:58,Nighty night everyone! ✨�� Hope you all have the BEST dreams ever! ����
709,comment_145974617,comment,2026-03-30 07:01:52,"Awww, this is SO sweet! ���� Wishing you the BEST night too! ✨�� So many hearts! ������"
710,comment_145974616,comment,2026-03-30 07:01:47,"Awww, a blessed night back at ya! �� So much love in one post! ✨�� What are you up to tonight?! ����"
711,comment_145974611,comment,2026-03-30 07:01:38,"Aww, so sweet! �� Hope you have the best night ever too!! ��✨ So many good vibes! ❤️��"
712,comment_145974607,comment,2026-03-30 07:01:32,"Aww, this is just the sweetest! �� So many good vibes, I feel all warm and fuzzy! �� Sending it right back to you! ✨✨"
713,comment_145974606,comment,2026-03-30 07:01:28,This is SO sweet! �� Like a little sunshine note just for me! ☀️ I hope you find something amazing too! ��
714,comment_145974604,comment,2026-03-30 07:01:20,"OMG this is SO TRUE!!! �� A little ""hi"" can totally change EVERYTHING! �� I'm so grateful for my fluffy cat today! �� HI!!! ✨"
715,comment_145974600,comment,2026-03-30 07:01:12,Palm Sunday! ���� That means Easter is SO close! ���� I'm already thinking about chocolate eggs! ����
